pl_name,hostname,tran_flag,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_teff,st_rad,pl_dens
BD-14 3065 b,BD-14 3065 A,1.0,1.926,0.094,-0.094,4.2889731,5.2e-06,-5.2e-06,2001.0,31.0,-31.0,646.761,,,12.37,0.92,-0.87,1.41,0.05,-0.05,-0.34,0.05,-0.05,6935.0,2.35,2.15
CoRoT-1 b,CoRoT-1,1.0,1.49,0.08,-0.08,1.5089557,6.4e-06,-6.4e-06,1898.0,50.0,-50.0,2852.63,,,1.03,0.12,-0.12,0.95,0.15,-0.15,-0.3,0.25,-0.25,5950.0,1.11,0.38
CoRoT-11 b,CoRoT-11,1.0,1.43,0.03,-0.03,2.99433,1.1e-05,-1.1e-05,1657.0,55.0,-55.0,1890.649,,,2.33,0.34,-0.34,1.27,0.05,-0.05,-0.03,0.08,-0.08,6440.0,1.37,0.99
CoRoT-12 b,CoRoT-12,1.0,1.44,0.13,-0.13,2.828042,1.3e-05,-1.3e-05,1442.0,58.0,-58.0,661.1334,,,0.917,0.07,-0.065,1.078,0.077,-0.072,0.16,0.1,-0.1,5675.0,1.116,0.411
CoRoT-13 b,CoRoT-13,1.0,0.885,0.014,-0.014,4.03519,3e-05,-3e-05,1700.0,,,546.5339,,,1.308,0.066,-0.066,1.09,0.02,-0.02,0.01,0.07,-0.07,5945.0,1.01,2.34
CoRoT-18 b,CoRoT-18,1.0,1.31,0.18,-0.18,1.9000693,2.8e-06,-2.8e-06,1550.0,90.0,-90.0,823.7009,,,3.47,0.38,-0.38,0.95,0.15,-0.15,-0.1,0.1,-0.1,5440.0,1.0,2.2
CoRoT-19 b,CoRoT-19,1.0,1.29,0.03,-0.03,3.89713,2e-05,-2e-05,2000.0,150.0,-150.0,1103.809,,,1.11,0.06,-0.06,1.21,0.05,-0.05,-0.02,0.1,-0.1,6090.0,1.65,0.71
CoRoT-2 b,CoRoT-2,1.0,1.466,0.042,-0.044,1.7429935,1e-06,-1e-06,1521.0,18.0,-18.0,932.9076,,,3.47,0.22,-0.22,0.96,0.08,-0.08,0.04,0.05,-0.05,5625.0,0.906,1.47
CoRoT-20 b,CoRoT-20,1.0,0.84,0.04,-0.04,9.24285,0.0003,-0.0003,1024.0,16.0,-16.0,180.8704,,,4.3,0.2,-0.2,1.14,0.08,-0.08,0.14,0.12,-0.12,5880.0,1.02,8.87
CoRoT-4 b,CoRoT-4,1.0,1.19,0.06,-0.05,9.20205,0.00037,-0.00037,1074.0,19.0,-19.0,203.9517,,,0.72,0.08,-0.08,1.16,0.03,-0.02,0.05,0.07,-0.07,6190.0,1.17,0.525
CoRoT-5 b,CoRoT-5,1.0,1.388,0.046,-0.047,4.0378962,1.9e-06,-1.9e-06,1438.0,39.0,-39.0,786.2949,,,0.467,0.047,-0.024,1.0,0.02,-0.02,-0.25,0.06,-0.06,6100.0,1.186,0.217
DS Tuc A b,DS Tuc A,1.0,0.50851994,0.01516638,-0.01516638,8.138268,1.1e-05,-1.1e-05,850.0,,,115.8276,,,1.3,,,1.01,0.06,-0.06,0.0,,,5428.0,0.964,
EPIC 246851721 b,EPIC 246851721,1.0,1.051,0.044,-0.044,6.180235,1.4e-05,-1.4e-05,1401.0,16.0,-16.0,642.0,30.0,-29.0,3.0,1.1,-1.2,1.317,0.041,-0.04,0.141,0.082,-0.085,6202.0,1.586,3.1
HAT-P-1 b,HAT-P-1,1.0,1.319,0.019,-0.019,4.46529976,5.5e-07,-5.5e-07,1322.0,14.0,-15.0,259.687,,,0.525,0.019,-0.019,1.151,0.052,-0.051,0.13,0.008,-0.008,5980.0,1.174,0.282
HAT-P-14 b,HAT-P-14,1.0,1.42,0.12,-0.12,4.62767,5e-06,-5e-06,1624.0,32.0,-32.0,1038.78,,,3.44,0.63,-0.63,2.65,0.73,-0.73,0.11,,,6600.0,1.82,1.56
HAT-P-2 b,HAT-P-2,1.0,0.951,0.039,-0.053,5.6335158,3.6e-06,-3.6e-06,1540.0,30.0,-30.0,588.518,,,9.02,0.1,-0.1,1.33,0.03,-0.03,0.18,,,6380.0,1.39,7.29
HAT-P-20 b,HAT-P-20,1.0,0.867,0.033,-0.033,2.875317,4e-06,-4e-06,970.0,23.0,-23.0,85.1168,,,7.246,0.187,-0.187,0.756,0.028,-0.028,0.35,0.08,-0.08,4595.0,0.694,13.78
HAT-P-21 b,HAT-P-21,1.0,1.11,0.16,-0.16,4.12448,7e-06,-7e-06,1367.0,27.0,-27.0,459.542,,,4.87,1.57,-1.57,1.24,0.6,-0.6,0.01,,,5588.0,1.21,3.633781
HAT-P-22 b,HAT-P-22,1.0,1.15,0.19,-0.19,3.21222,9e-06,-9e-06,1463.0,19.0,-19.0,325.569,,,2.47,0.32,-0.32,1.13,0.22,-0.22,0.24,,,5302.0,1.11,2.14
HAT-P-23 b,HAT-P-23,1.0,1.368,0.09,-0.09,1.212884,2e-06,-2e-06,2056.0,66.0,-66.0,2796.2342,,,2.09,0.111,-0.111,1.13,0.035,-0.035,0.15,0.04,-0.04,5905.0,1.203,1.01
HAT-P-24 b,HAT-P-24,1.0,1.3,0.21,-0.21,3.35524,7e-06,-7e-06,1637.0,42.0,-42.0,1294.929,,,0.75,0.25,-0.25,1.37,0.69,-0.69,-0.16,,,6373.0,1.38,0.44
HAT-P-25 b,HAT-P-25,1.0,1.135,0.048,-0.048,3.65281514,7.6e-07,-7.5e-07,1182.0,25.0,-25.0,325.0,29.0,-26.0,0.569,0.023,-0.022,1.012,0.053,-0.051,0.294,0.08,-0.08,5519.0,0.919,0.483
HAT-P-27 b,HAT-P-27,1.0,1.02,0.07,-0.06,3.039577,5e-06,-6e-06,1091.99,,,336.0384,,,0.62,0.03,-0.03,0.916,0.121408,-0.099904,0.3,0.03,-0.03,5316.0,0.864673,0.76
HAT-P-28 b,HAT-P-28,1.0,1.212,0.113,-0.082,3.257215,7e-06,-7e-06,1384.0,52.0,-52.0,554.7122,,,0.626,0.037,-0.037,1.025,0.047,-0.047,0.12,0.08,-0.08,5680.0,1.103,0.44
HAT-P-29 b,HAT-P-29,1.0,1.17,0.13,-0.13,5.72319,4.9e-05,-4.9e-05,1281.0,23.0,-26.0,433.0,56.0,-48.0,0.88,0.25,-0.25,1.45,0.6,-0.6,0.21,,,6087.0,1.3,0.710842
HAT-P-3 b,HAT-P-3,1.0,0.94,0.07,-0.07,2.8997,5.4e-05,-5.4e-05,1189.0,16.0,-16.0,176.587,,,0.65,0.11,-0.11,1.06,0.28,-0.28,0.27,,,5185.0,0.87,0.855
HAT-P-31 b,HAT-P-31,1.0,1.09,0.15,-0.15,5.00542,9.1e-05,-9.1e-05,1450.0,230.0,-110.0,746.9025,,,2.27,0.84,-0.84,1.31,0.73,-0.73,0.15,,,6065.0,1.39,2.18
HAT-P-32 b,HAT-P-32,1.0,1.98,0.045,-0.045,2.1500082,1.3e-07,-1.3e-07,1835.7,6.8,-6.9,1841.0,31.0,-38.0,0.68,0.11,-0.1,1.132,0.051,-0.05,-0.16,0.08,-0.08,6001.0,1.367,0.108
HAT-P-33 b,HAT-P-33,1.0,1.85,0.49,-0.49,3.47447,1e-06,-1e-06,1782.0,28.0,-28.0,1701.38,,,0.92,0.5,-0.5,1.82,1.45,-1.45,0.05,,,6446.0,1.79,0.2
HAT-P-34 b,HAT-P-34,1.0,1.197,0.13,-0.092,5.452654,1.6e-05,-1.6e-05,1520.0,60.0,-60.0,433.78,,,3.33,0.21,-0.2,1.392,0.047,-0.047,0.22,0.04,-0.04,6442.0,1.53,2.5
HAT-P-35 b,HAT-P-35,1.0,1.332,0.098,-0.098,3.646706,2.1e-05,-2.1e-05,1581.0,45.0,-45.0,999.6688,,,1.056,0.033,-0.033,1.236,0.048,-0.048,0.11,0.08,-0.08,6096.0,1.435,0.55
HAT-P-36 b,HAT-P-36,1.0,1.277,0.02,-0.02,1.32734683,4.8e-07,-4.8e-07,1780.97,18.8,-18.8,1821.0,27.0,-27.0,1.8482,0.087,-0.087,1.03,0.03,-0.03,0.25,0.09,-0.09,5620.0,1.041,1.175
HAT-P-37 b,HAT-P-37,1.0,1.178,0.077,-0.077,2.797436,7e-06,-7e-06,1271.0,47.0,-47.0,412.3914,,,1.169,0.103,-0.103,0.929,0.043,-0.043,0.03,0.1,-0.1,5500.0,0.877,0.89
HAT-P-39 b,HAT-P-39,1.0,1.571,0.108,-0.081,3.54387,5e-06,-5e-06,1752.0,43.0,-43.0,1915.6934,,,0.599,0.099,-0.099,1.404,0.051,-0.51,0.19,0.1,-0.1,6430.0,1.625,0.19
HAT-P-4 b,HAT-P-4,1.0,1.274,0.049,-0.06,3.056536,,,1686.0,30.0,-26.0,1438.0,,,0.671,0.033,-0.044,1.248,0.07,-0.12,0.24,0.08,-0.08,5860.0,1.596,0.403
HAT-P-40 b,HAT-P-40,1.0,1.52,0.17,-0.17,4.45724,1e-05,-1e-05,1770.0,33.0,-33.0,1747.4151,,,0.48,0.13,-0.13,1.03,0.4,-0.4,0.22,,,6080.0,1.94,0.15
HAT-P-41 b,HAT-P-41,1.0,2.05,0.5,-0.5,2.69405,4e-06,-4e-06,1941.0,38.0,-38.0,2485.0721,,,1.19,0.6,-0.6,2.56,1.9,-1.9,0.21,,,6390.0,2.05,0.204
HAT-P-42 b,HAT-P-42,1.0,1.28,0.153,-0.153,4.641878,3.2e-05,-3.2e-05,1428.0,60.0,-60.0,684.0973,,,1.044,0.083,-0.083,1.178,0.068,-0.068,0.27,0.08,-0.08,5743.0,1.53,0.61
HAT-P-43 b,HAT-P-43,1.0,1.21598925,0.05709707,-0.05620493,3.3326414,1.51e-05,-1.53e-05,1353.0,16.0,-16.0,521.877,,,0.662,0.06,-0.06,1.03,0.04,-0.04,0.2,0.07,-0.07,5693.0,1.08,0.39
HAT-P-44 b,HAT-P-44,1.0,1.242,0.106,-0.051,4.301219,1.9e-05,-1.9e-05,1108.0,51.0,-32.0,185.119,,,0.352,0.029,-0.029,0.942,0.041,-0.041,0.33,0.1,-0.1,5295.0,0.949,0.23
HAT-P-45 b,HAT-P-45,1.0,1.426,0.175,-0.087,3.128992,2.1e-05,-2.1e-05,1652.0,90.0,-52.0,1052.239,,,0.892,0.137,-0.099,1.259,0.058,-0.058,0.07,0.1,-0.1,6330.0,1.319,0.38
HAT-P-46 b,HAT-P-46,1.0,1.284,0.271,-0.133,4.463129,4.8e-05,-4.8e-05,1458.0,140.0,-75.0,1405.4798,,,0.493,0.082,-0.052,1.284,0.095,-0.06,0.3,0.1,-0.1,6120.0,1.396,0.28
HAT-P-49 b,HAT-P-49,1.0,1.59,0.18,-0.18,2.69155,6e-06,-6e-06,2131.0,69.0,-42.0,4392.03,,,2.2,0.59,-0.59,2.22,0.83,-0.83,0.07,,,6820.0,2.06,0.75
HAT-P-5 b,HAT-P-5,1.0,1.21,0.1,-0.1,2.78849,2.5e-05,-2.5e-05,1517.0,29.0,-29.0,850.6754,,,0.98,0.2,-0.2,1.04,0.29,-0.29,0.24,,,5960.0,1.12,0.668403
HAT-P-50 b,HAT-P-50,1.0,1.288,0.064,-0.064,3.1220109,6.5e-06,-6.5e-06,1862.0,34.0,-34.0,2108.4362,,,1.35,0.073,-0.073,1.273,0.049,-0.115,-0.18,0.08,-0.08,6280.0,1.698,0.78
HAT-P-51 b,HAT-P-51,1.0,1.205,0.017,-0.016,4.21802091,6.6e-07,-6.6e-07,1168.2,6.9,-7.0,310.0,7.3,-7.3,0.307,0.021,-0.02,0.961,0.04,-0.036,0.302,0.052,-0.059,5453.0,0.995,0.218
HAT-P-52 b,HAT-P-52,1.0,1.009,0.072,-0.072,2.7535953,9.4e-06,-9.4e-06,1218.0,37.0,-37.0,227.759,,,0.818,0.029,-0.029,0.887,0.027,-0.027,0.28,0.08,-0.08,5131.0,0.893,0.98
HAT-P-53 b,HAT-P-53,1.0,1.318,0.091,-0.091,1.9616241,3.9e-06,-3.9e-06,1778.0,48.0,-48.0,1400.0226,,,1.484,0.056,-0.056,1.093,0.043,-0.043,0.0,0.08,-0.08,5956.0,1.209,0.8
HAT-P-54 b,HAT-P-54,1.0,0.944,0.028,-0.028,3.799847,1.4e-05,-1.4e-05,818.0,12.0,-12.0,88.6713,,,0.76,0.032,-0.032,0.645,0.02,-0.02,-0.127,0.08,-0.08,4390.0,0.617,1.118
HAT-P-55 b,HAT-P-55,1.0,1.324,0.023,-0.022,3.5852313,5.1e-07,-5.1e-07,1367.0,11.0,-11.0,583.0,18.0,-18.0,0.596,0.073,-0.072,1.028,0.05,-0.048,0.003,0.049,-0.032,5804.0,1.105,0.318
HAT-P-56 b,HAT-P-56,1.0,1.51,0.11,-0.11,2.79083,5e-06,-5e-06,1840.0,21.0,-21.0,3515.0,1732.0,-1732.0,2.31,0.44,-0.44,1.42,0.33,-0.33,0.0,,,6566.0,1.47,0.75
HAT-P-57 b,HAT-P-57,1.0,1.74,0.36,-0.36,2.4653,3e-06,-3e-06,2200.0,76.0,-76.0,2726.6328,,,1.41,1.52,-1.52,2.77,1.74,-1.74,-0.25,,,6330.0,1.85,0.332
HAT-P-58 b,HAT-P-58,1.0,1.332,0.043,-0.043,4.0138379,2.4e-06,-2.4e-06,1622.0,18.0,-18.0,1146.0,50.0,-50.0,0.372,0.03,-0.03,1.031,0.028,-0.028,-0.224,0.057,-0.057,6078.0,1.53,0.194
HAT-P-59 b,HAT-P-59,1.0,1.123,0.013,-0.013,4.1419771,1.2e-06,-1.2e-06,1277.8,6.5,-6.5,441.4,8.9,-8.9,1.54,0.067,-0.067,1.008,0.022,-0.022,0.217,0.049,-0.049,5678.0,1.1038,1.347
HAT-P-6 b,HAT-P-6,1.0,1.48,0.15,-0.15,3.85298,5e-06,-5e-06,1675.0,32.0,-31.0,1099.44,,,1.32,0.3,-0.3,1.79,0.6,-0.6,-0.13,,,6570.0,1.62,0.558
HAT-P-60 b,HAT-P-60,1.0,1.631,0.024,-0.024,4.7947813,2.4e-06,-2.4e-06,1772.0,12.0,-12.0,1634.0,45.0,-45.0,0.574,0.038,-0.038,1.435,0.012,-0.012,0.037,0.037,-0.037,6212.0,2.197,0.164
HAT-P-61 b,HAT-P-61,1.0,0.899,0.027,-0.027,1.90231289,7.7e-07,-7.7e-07,1505.0,16.0,-16.0,849.5,35.2,-35.2,1.057,0.07,-0.07,1.004,0.033,-0.033,0.194,0.06,-0.06,5587.0,0.938,1.8
HAT-P-62 b,HAT-P-62,1.0,1.073,0.029,-0.029,2.6453235,3.9e-06,-3.9e-06,1512.0,13.0,-13.0,867.2,30.0,-30.0,0.761,0.088,-0.088,1.023,0.02,-0.02,0.414,0.09,-0.09,5629.0,1.17,0.77
HAT-P-63 b,HAT-P-63,1.0,1.119,0.033,-0.033,3.377728,1.3e-05,-1.3e-05,1237.0,11.0,-11.0,387.4,13.4,-13.4,0.614,0.024,-0.024,0.925,0.023,-0.023,0.251,0.061,-0.061,5400.0,0.9661,0.54
HAT-P-64 b,HAT-P-64,1.0,1.703,0.07,-0.07,4.007232,1.7e-06,-1.7e-06,1766.0,22.0,-16.0,1611.0,78.0,-59.0,0.58,0.18,-0.13,1.298,0.021,-0.021,-0.113,0.027,-0.056,6457.0,1.735,0.144
HAT-P-65 b,HAT-P-65,1.0,1.611,0.024,-0.024,2.60544751,5e-07,-4.9e-07,1818.0,13.0,-13.0,1821.0,52.0,-51.0,0.554,0.092,-0.091,1.297,0.056,-0.053,0.208,0.05,-0.055,5872.0,1.666,0.164
HAT-P-66 b,HAT-P-66,1.0,1.59,0.16,-0.1,2.972086,5.7e-06,-5.7e-06,1896.0,66.0,-42.0,1939.51,,,0.783,0.057,-0.057,1.255,0.107,-0.054,0.035,0.08,-0.08,6002.0,1.881,0.242
HAT-P-67 b,HAT-P-67,1.0,2.14,0.025,-0.025,4.8101069,7e-07,-6.8e-07,1903.0,25.0,-25.0,2029.17,,,0.45,0.15,-0.15,1.73,0.1,-0.1,0.14,0.14,-0.12,6640.0,2.62,0.061
HAT-P-68 b,HAT-P-68,1.0,1.072,0.012,-0.012,2.29840551,5.2e-07,-5.2e-07,1027.8,8.2,-8.2,184.8,5.9,-5.9,0.724,0.043,-0.043,0.6785,0.0299,-0.0079,-0.059,0.036,-0.036,4508.0,0.6701,0.727
HAT-P-69 b,HAT-P-69,1.0,1.676,0.051,-0.033,4.7869491,1.8e-06,-2.1e-06,1930.0,80.0,-230.0,2320.18,,,3.58,0.58,-0.58,1.648,0.058,-0.026,-0.069,0.058,-0.075,7394.0,1.926,1.02
HAT-P-7 b,HAT-P-7,1.0,1.51,0.21,-0.21,2.20474,1.7e-05,-1.7e-05,2733.0,21.0,-21.0,4353.408,95.909,-93.804,1.84,0.53,-0.53,1.56,0.68,-0.68,0.26,,,6389.0,2.0,0.712
HAT-P-70 b,HAT-P-70,1.0,1.87,0.15,-0.1,2.74432452,7.9e-07,-6.8e-07,2562.0,43.0,-52.0,5405.6,,,6.78,,,1.89,0.01,-0.013,-0.059,0.075,-0.088,8450.0,1.858,1.54
HAT-P-8 b,HAT-P-8,1.0,1.4,0.13,-0.13,3.07634,4e-06,-4e-06,1713.0,27.0,-27.0,1519.9645,,,1.28,0.27,-0.27,1.27,0.41,-0.41,0.01,,,6200.0,1.57,0.685644
HAT-P-9 b,HAT-P-9,1.0,1.393,0.067,-0.065,3.92281072,1.02e-06,-1.02e-06,1540.0,32.0,-30.0,931.0,73.0,-69.0,0.749,0.064,-0.063,1.281,0.057,-0.056,0.12,0.2,-0.2,6350.0,1.338,0.342
HATS-1 b,HATS-1,1.0,1.302,0.162,-0.098,3.446459,4e-06,-4e-06,1359.0,89.0,-59.0,489.9461,,,1.855,0.262,-0.196,0.986,0.054,-0.054,-0.06,0.12,-0.12,5870.0,1.038,1.03
HATS-10 b,HATS-10,1.0,0.969,0.061,-0.045,3.312846,5.8e-06,-5.8e-06,1407.0,39.0,-39.0,836.8558,,,0.526,0.081,-0.081,1.101,0.054,-0.054,0.15,0.1,-0.1,5880.0,1.105,0.7
HATS-11 b,HATS-11,1.0,1.60852886,0.0642341,-0.0642341,3.619188,2.8e-05,-2.9e-05,1596.0,95.0,-94.0,1027.296,,,0.83,0.1,-0.1,1.33,0.09,-0.09,0.03,0.16,-0.16,6563.0,1.54,0.315
HATS-12 b,HATS-12,1.0,0.69230083,0.04193059,-0.04193059,3.142702,5.3e-05,-5.3e-05,1446.0,47.0,-47.0,566.4817,,,2.39,0.087,-0.087,1.16,0.04,-0.04,-0.1,0.05,-0.05,6357.0,1.17,1.12
HATS-13 b,HATS-13,1.0,1.212,0.035,-0.035,3.0440499,2.7e-06,-2.7e-06,1244.0,20.0,-20.0,315.9878,,,0.543,0.072,-0.072,0.962,0.029,-0.029,0.05,0.06,-0.06,5523.0,0.887,0.377
HATS-14 b,HATS-14,1.0,1.039,0.032,-0.022,2.7667641,2.7e-06,-2.7e-06,1276.0,20.0,-20.0,505.884,,,1.071,0.07,-0.07,0.967,0.024,-0.024,0.33,0.06,-0.06,5346.0,0.933,1.191
HATS-15 b,HATS-15,1.0,1.105,0.04,-0.04,1.74748753,9.4e-07,-9.4e-07,1505.0,30.0,-30.0,2201.3363,,,2.17,0.15,-0.15,0.871,0.023,-0.023,0.0,0.05,-0.05,5311.0,0.922,1.97
HATS-16 b,HATS-16,1.0,1.3,0.15,-0.15,2.686502,1.1e-05,-1.1e-05,1592.0,61.0,-82.0,994.8095,,,3.27,0.19,-0.19,0.97,0.035,-0.035,-0.1,0.05,-0.05,5738.0,1.238,1.86
HATS-18 b,HATS-18,1.0,1.329,0.075,-0.075,0.83784,4.7e-07,-4.7e-07,2069.48,45.0,-45.0,2990.0,350.0,-350.0,1.9795,0.076,-0.076,1.037,0.047,-0.047,0.28,0.08,-0.08,5600.0,1.02,1.1169
HATS-2 b,HATS-2,1.0,1.122,0.024,-0.024,1.35413379,8e-08,-8e-08,1550.0,29.0,-29.0,950.0563,,,1.37,0.16,-0.16,0.904,0.052,-0.052,0.15,0.05,-0.05,5227.0,0.876,1.20684
HATS-22 b,HATS-22,1.0,0.953,0.048,-0.029,4.7228124,5.2e-06,-5.2e-06,858.0,24.0,-17.0,111.299,,,2.74,0.11,-0.11,0.759,0.019,-0.019,0.0,0.04,-0.04,4803.0,0.689,3.89
HATS-24 b,HATS-24,1.0,1.395,0.057,-0.057,1.3484978,9e-07,-9e-07,2166.0,53.0,-53.0,2706.9606,,,2.26,0.17,-0.17,1.07,0.032,-0.046,-0.229,0.058,-0.058,6125.0,1.12,1.03
HATS-25 b,HATS-25,1.0,1.26,0.1,-0.1,4.2986432,4.5e-06,-4.5e-06,1277.0,42.0,-42.0,454.8721,,,0.613,0.042,-0.042,0.994,0.035,-0.035,0.02,0.05,-0.05,5715.0,1.107,0.38
HATS-26 b,HATS-26,1.0,1.75,0.21,-0.21,3.3023881,7.6e-06,-7.6e-06,1918.0,61.0,-61.0,2236.5716,,,0.65,0.076,-0.076,1.299,0.113,-0.056,-0.02,0.05,-0.05,6071.0,2.04,0.153
HATS-27 b,HATS-27,1.0,1.5,0.2,-0.11,4.637038,1.4e-05,-1.4e-05,1659.0,66.0,-46.0,1342.5733,,,0.53,0.13,-0.13,1.415,0.048,-0.048,0.09,0.04,-0.04,6438.0,1.74,0.18
HATS-29 b,HATS-29,1.0,1.251,0.061,-0.061,4.6058749,6.3e-06,-6.3e-06,1212.0,30.0,-30.0,356.0,93.0,-87.0,0.653,0.063,-0.063,1.032,0.049,-0.049,0.16,0.08,-0.08,5670.0,1.073,0.411
HATS-3 b,HATS-3,1.0,1.381,0.035,-0.035,3.547851,5e-06,-5e-06,1648.0,24.0,-24.0,1212.0044,,,1.071,0.136,-0.136,1.209,0.036,-0.036,-0.157,0.07,-0.07,6351.0,1.404,0.51
HATS-30 b,HATS-30,1.0,1.175,0.052,-0.052,3.1743516,2.6e-06,-2.6e-06,1414.0,32.0,-32.0,718.9097,,,0.706,0.039,-0.039,1.093,0.031,-0.031,0.06,0.05,-0.05,5943.0,1.061,0.543
HATS-31 b,HATS-31,1.0,1.64,0.22,-0.22,3.37796,1.2e-05,-1.2e-05,1823.0,81.0,-81.0,1619.406,,,0.88,0.12,-0.12,1.275,0.096,-0.096,0.0,0.07,-0.07,6050.0,1.87,0.243
HATS-32 b,HATS-32,1.0,1.249,0.144,-0.096,2.8126548,5.5e-06,-5.5e-06,1437.0,58.0,-58.0,614.5934,,,0.92,0.1,-0.1,1.099,0.044,-0.044,0.39,0.05,-0.05,5700.0,1.097,0.58
HATS-33 b,HATS-33,1.0,1.23,0.112,-0.081,2.5495551,6.1e-06,-6.1e-06,1429.0,38.0,-38.0,757.1284,,,1.192,0.053,-0.053,1.062,0.032,-0.032,0.29,0.05,-0.05,5659.0,1.022,0.79
HATS-34 b,HATS-34,1.0,1.43,0.19,-0.19,2.1061607,4.7e-06,-4.7e-06,1445.0,42.0,-42.0,691.8428,,,0.941,0.072,-0.072,0.955,0.031,-0.031,0.25,0.07,-0.07,5380.0,0.98,0.4
